"","97.bam","105.bam","113.bam","91.bam","99.bam","107.bam"
"Cluster_685",4,20,3,16,20,27
"Cluster_686",5,6,0,5,15,10
"Cluster_687",4,7,2,15,18,13
"Cluster_688",263,890,145,1111,1042,1092
"Cluster_689",10,30,2,32,30,13
"Cluster_690",6,25,2,23,44,11
"Cluster_691",3,22,5,16,27,26
"Cluster_692",5,11,0,17,14,13
"Cluster_693",215,356,35,402,427,411
"Cluster_694",68,302,29,204,318,258
"Cluster_695",11,24,0,28,44,19
"Cluster_696",8,19,0,16,14,24
"Cluster_697",0,24,0,12,10,21
"Cluster_698",38,178,7,96,103,92
"Cluster_699",7,27,0,19,19,13
"Cluster_700",6,34,2,6,7,11
"Cluster_701",5,14,1,5,5,13
"Cluster_702",20,23,15,19,26,24
"Cluster_703",4,10,0,11,3,7
"Cluster_704",7,10,5,19,26,11
"Cluster_705",3,7,0,10,11,3
"Cluster_706",9,5,6,8,17,17
"Cluster_707",1,1,0,12,6,9
"Cluster_708",7,13,2,34,16,31
"Cluster_709",7,28,1,16,35,27
"Cluster_710",3,19,0,18,15,14
"Cluster_711",5,17,1,13,10,12
"Cluster_712",20,73,4,45,75,60
"Cluster_713",88,93,6,38,22,67
"Cluster_714",17,80,9,62,117,81
"Cluster_715",45,143,7,116,216,132
"Cluster_716",5,11,3,8,20,13
"Cluster_717",12,32,2,21,46,14
"Cluster_718",15,52,4,41,91,47
"Cluster_719",4,13,3,18,21,16
"Cluster_720",144,753,72,646,1155,676
"Cluster_721",50,167,31,184,226,161
"Cluster_722",4,12,5,16,13,16
"Cluster_723",0,17,2,13,10,14
"Cluster_724",26,149,15,59,53,52
"Cluster_725",10,67,1,15,29,28
"Cluster_726",8,27,5,23,33,26
"Cluster_727",64,242,15,189,322,250
"Cluster_728",47,165,29,196,137,232
"Cluster_729",4,7,1,11,4,11
"Cluster_730",29,81,10,67,152,80
"Cluster_731",17,50,6,36,88,43
"Cluster_732",17,36,2,40,65,51
"Cluster_733",4,14,0,19,8,10
"Cluster_734",69,294,33,220,491,288
"Cluster_735",2,19,0,7,16,4
"Cluster_736",7,16,2,6,22,6
"Cluster_737",3,13,3,7,14,9
"Cluster_738",3,12,3,12,10,7
"Cluster_739",1,7,1,8,7,9
"Cluster_740",13,32,7,27,35,36
"Cluster_741",118,527,53,459,1175,524
"Cluster_742",23,93,13,99,220,99
"Cluster_743",731,3508,269,2332,6270,2578
"Cluster_744",2,13,3,11,12,9
"Cluster_745",26,48,5,51,93,58
"Cluster_746",16,40,6,42,71,60
"Cluster_747",43,154,14,122,175,118
"Cluster_748",30,65,13,65,98,75
"Cluster_749",20,54,4,35,30,66
"Cluster_750",129,350,75,307,243,388
"Cluster_751",181,337,95,510,297,655
"Cluster_752",53,318,26,236,531,256
"Cluster_753",26,155,12,92,259,92
"Cluster_754",223,516,114,609,436,673
"Cluster_755",176,260,93,311,199,374
"Cluster_756",67,272,18,168,446,200
"Cluster_757",88,284,51,314,426,351
"Cluster_758",38,72,22,93,54,137
"Cluster_759",4,18,6,5,9,18
"Cluster_760",3,5,0,4,11,11
"Cluster_761",7,35,6,20,33,61
"Cluster_762",435,2087,196,1712,3581,1847
"Cluster_763",4,18,0,15,31,13
"Cluster_764",40,155,18,110,259,129
"Cluster_765",24,100,10,86,212,71
"Cluster_766",5,13,5,31,16,28
"Cluster_767",21,32,6,31,45,49
"Cluster_768",6,13,0,18,7,13
"Cluster_769",83,167,29,195,217,214
"Cluster_770",0,7,1,4,13,7
"Cluster_771",32,75,4,41,74,76
"Cluster_772",57,204,24,140,205,162
"Cluster_773",36,164,24,89,153,138
"Cluster_774",18,91,7,61,131,64
"Cluster_775",4,32,4,30,44,19
"Cluster_776",48,109,12,101,132,115
"Cluster_777",35,95,39,156,129,216
"Cluster_778",21,130,17,110,234,142
"Cluster_779",5,16,6,29,29,17
"Cluster_780",183,568,53,463,759,513
"Cluster_781",24,55,10,58,173,57
"Cluster_782",114,254,50,188,482,243
"Cluster_783",21,131,5,63,190,92
"Cluster_784",32,24,2,59,42,45
"Cluster_785",0,12,1,7,12,9
"Cluster_786",4,8,1,11,5,10
"Cluster_787",89,487,68,633,715,793
"Cluster_788",2,13,1,38,2,9
"Cluster_789",25,145,7,124,205,119
"Cluster_790",11,16,2,22,28,17
"Cluster_791",2,14,0,6,9,16
"Cluster_792",5,17,2,7,15,14
"Cluster_793",82,347,43,368,635,430
"Cluster_794",39,160,22,138,185,155
"Cluster_795",5,11,0,6,26,16
"Cluster_796",3,19,3,14,40,29
"Cluster_797",14,48,6,57,121,60
"Cluster_798",5,6,0,15,15,3
"Cluster_799",10,43,1,23,134,24
"Cluster_800",110,391,53,255,373,353
"Cluster_801",11,8,3,13,5,18
"Cluster_802",8,17,1,20,3,11
"Cluster_803",3,16,0,10,12,12
"Cluster_804",114,269,38,181,346,217
"Cluster_805",4,16,2,20,44,18
"Cluster_806",0,2,0,13,5,7
"Cluster_807",66,760,77,358,1444,430
"Cluster_808",6,88,19,45,116,24
"Cluster_809",56,304,39,140,48,192
"Cluster_810",33,65,11,64,114,84
"Cluster_811",29,122,35,97,219,120
"Cluster_812",2,19,0,13,24,12
"Cluster_813",19,61,7,35,78,60
"Cluster_814",75,305,56,278,455,303
"Cluster_815",22,56,5,24,25,27
"Cluster_816",3,26,2,16,41,17
"Cluster_817",6,15,3,11,18,14
"Cluster_818",8,12,0,6,19,12
"Cluster_819",4,17,1,16,30,21
"Cluster_820",9,33,0,20,29,16
"Cluster_821",6,12,0,28,40,24
"Cluster_822",13,110,8,67,244,122
"Cluster_823",9,23,1,26,33,34
"Cluster_824",2,13,4,11,15,10
"Cluster_825",6,49,4,26,66,35
"Cluster_826",5,12,3,11,21,13
"Cluster_827",13,44,4,52,86,71
"Cluster_828",1,4,0,7,9,9
"Cluster_829",10,15,4,13,16,22
"Cluster_830",2,18,1,19,51,18
"Cluster_831",13,26,1,14,32,16
"Cluster_832",9,9,3,10,24,10
"Cluster_833",0,6,0,3,19,8
"Cluster_834",3,12,1,3,21,10
"Cluster_835",1,7,0,12,18,17
"Cluster_836",31,71,7,58,156,77
"Cluster_837",5,7,0,9,15,9
"Cluster_838",7,38,2,20,51,33
"Cluster_839",1,20,2,16,57,16
"Cluster_840",6,17,6,18,18,35
"Cluster_841",5,10,1,9,8,8
"Cluster_842",1,6,35,18,1,11
"Cluster_843",2,20,5,9,10,17
"Cluster_844",6,36,1,31,34,15
"Cluster_845",4,13,2,8,25,13
"Cluster_846",2,8,0,5,19,5
"Cluster_847",6,3,0,11,12,8
"Cluster_848",0,0,0,19,16,1
"Cluster_849",31,76,15,59,85,71
"Cluster_850",61,154,25,199,323,189
"Cluster_851",9,61,2,35,80,49
"Cluster_852",2,12,0,9,25,19
"Cluster_853",1,4,1,2,9,12
"Cluster_854",3,27,2,20,30,26
"Cluster_855",0,5,1,5,19,7
"Cluster_856",48,210,20,154,305,176
"Cluster_857",3,10,0,10,22,15
"Cluster_858",14,33,7,36,75,56
"Cluster_859",21,39,21,66,43,70
"Cluster_860",1389,3351,486,3600,3494,4088
"Cluster_861",4,28,4,19,32,26
"Cluster_862",26,108,11,100,62,155
"Cluster_863",15,70,7,52,121,63
"Cluster_864",2,6,2,26,19,11
"Cluster_865",8,34,5,44,46,36
"Cluster_866",18,39,11,40,20,55
"Cluster_867",6,15,4,22,31,14
"Cluster_868",3,15,1,17,28,18
"Cluster_869",4,26,1,19,42,19
"Cluster_870",4,17,2,12,30,18
"Cluster_871",9,29,1,23,59,36
"Cluster_872",14,45,6,48,70,45
"Cluster_873",21,70,2,76,98,68
"Cluster_874",6,13,4,8,17,12
"Cluster_875",2,7,0,8,17,10
"Cluster_876",9,47,2,20,48,28
"Cluster_877",24,157,17,98,137,128
"Cluster_878",0,5,0,7,6,2
"Cluster_879",1,10,0,9,26,13
"Cluster_880",18,75,15,57,145,82
"Cluster_881",103,284,43,247,307,296
"Cluster_882",37,185,11,182,185,156
"Cluster_883",7,31,5,17,19,31
"Cluster_884",4,9,0,16,9,8
"Cluster_885",3,15,6,28,29,23
"Cluster_886",0,21,4,21,27,22
"Cluster_887",56,220,17,156,267,199
"Cluster_888",5,15,1,7,13,7
"Cluster_889",95,168,49,225,121,265
"Cluster_890",88,283,71,281,190,329
"Cluster_891",12,13,4,15,6,18
"Cluster_892",1,15,0,16,21,9
"Cluster_893",1,15,4,7,40,11
"Cluster_894",3,9,0,7,25,8
"Cluster_895",6,30,10,40,56,39
"Cluster_896",837,911,722,1831,873,1186
"Cluster_897",175,263,74,436,364,409
"Cluster_898",10,92,1,36,35,38
"Cluster_899",24,162,9,150,252,133
"Cluster_900",6,39,1,27,56,38
"Cluster_901",11,46,9,42,69,41
"Cluster_902",16,84,4,64,109,57
"Cluster_903",0,18,0,13,24,12
"Cluster_904",12,24,4,14,31,14
"Cluster_905",1,3,1,4,20,10
"Cluster_906",5,15,2,13,23,26
"Cluster_907",12,70,3,57,92,54
"Cluster_908",77,196,30,225,427,282
"Cluster_909",3,6,2,7,6,14
"Cluster_910",20,218,27,207,399,192
"Cluster_911",3,47,6,18,42,27
"Cluster_912",65,249,23,213,443,276
"Cluster_913",34,75,20,142,60,137
"Cluster_914",8,49,2,25,69,54
"Cluster_915",18,133,13,86,157,107
"Cluster_916",53,179,23,147,155,189
"Cluster_917",23,145,14,95,209,122
"Cluster_918",0,8,11,0,19,7
"Cluster_919",6,20,9,18,32,23
"Cluster_920",36,122,13,139,210,157
"Cluster_921",6,41,4,47,129,53
"Cluster_922",693,927,266,1537,2005,1355
"Cluster_923",5,13,0,5,9,11
"Cluster_924",10,19,0,10,13,14
"Cluster_925",14,59,5,57,109,62
"Cluster_926",8,27,3,23,60,20
"Cluster_927",10,54,6,53,125,60
"Cluster_928",22,68,10,47,112,66
"Cluster_929",11,69,6,59,104,64
"Cluster_930",13,78,9,49,96,41
"Cluster_931",46,30,39,27,17,33
"Cluster_932",6,9,1,16,2,16
"Cluster_933",1,10,28,2,1,61
"Cluster_934",40,115,13,119,224,125
"Cluster_935",5,8,9,14,10,5
"Cluster_936",5,30,1,23,47,18
"Cluster_937",9,39,4,26,41,15
"Cluster_938",21,34,4,44,67,46
"Cluster_939",6,6,0,8,13,4
"Cluster_940",5,12,2,8,16,17
"Cluster_941",16,26,5,42,41,40
"Cluster_942",34,52,15,38,21,45
"Cluster_943",8,14,3,19,20,22
"Cluster_944",6,16,1,8,14,17
"Cluster_945",3,12,1,15,20,7
"Cluster_946",10,39,3,36,46,33
"Cluster_947",3,24,7,12,10,18
"Cluster_948",4,8,5,22,19,30
"Cluster_949",11,31,0,34,10,31
"Cluster_950",8,24,5,22,6,18
"Cluster_951",30,44,7,44,20,46
"Cluster_952",20,26,5,23,49,49
"Cluster_953",5,19,3,28,18,21
"Cluster_954",13,12,1,45,71,34
"Cluster_955",8,28,21,36,55,44
"Cluster_956",4,24,5,19,28,20
"Cluster_957",8,14,2,18,20,20
"Cluster_958",66,150,21,218,159,273
"Cluster_959",7,34,2,42,73,48
"Cluster_960",5,8,1,5,16,8
"Cluster_961",1,4,1,2,13,5
"Cluster_962",2,25,2,14,39,23
"Cluster_963",12,20,5,38,47,37
"Cluster_964",9,31,3,26,120,30
"Cluster_965",27,72,13,83,93,118
"Cluster_966",8,14,4,19,36,30
"Cluster_967",2,9,1,6,18,7
"Cluster_968",2,14,1,6,13,4
"Cluster_969",4,22,3,10,30,16
"Cluster_970",9,31,11,35,38,42
"Cluster_971",2,18,0,12,7,13
"Cluster_972",11,24,6,24,33,34
"Cluster_973",13,69,12,52,107,53
"Cluster_974",9,36,6,32,11,19
"Cluster_975",657,3175,332,1961,5489,2222
"Cluster_976",5,36,2,17,52,22
"Cluster_977",27,71,18,68,93,81
"Cluster_978",7,14,1,17,19,18
"Cluster_979",6,25,0,10,34,21
"Cluster_980",6,28,2,16,30,10
"Cluster_981",21,35,2,30,32,21
"Cluster_982",20,60,5,47,44,45
"Cluster_983",22,41,13,56,23,67
"Cluster_984",1,19,4,16,31,10
"Cluster_985",37,171,15,150,307,164
"Cluster_986",97,509,31,376,818,405
"Cluster_987",66,214,15,84,175,218
"Cluster_988",15,66,7,66,174,81
"Cluster_989",7,69,6,48,114,75
"Cluster_990",11,28,4,47,49,41
"Cluster_991",77,223,32,190,346,282
"Cluster_992",20,84,8,92,151,87
"Cluster_993",6,3,2,14,5,9
"Cluster_994",7,75,7,45,91,56
"Cluster_995",23,80,13,64,123,73
"Cluster_996",7,45,2,35,61,44
"Cluster_997",98,94,21,76,34,77
"Cluster_998",117,485,75,713,1478,787
"Cluster_999",4,9,2,7,4,20
"Cluster_1000",6,21,1,14,16,18
"Cluster_1001",2,11,1,6,13,11
"Cluster_1002",2,8,2,21,29,19
"Cluster_1003",0,8,1,18,5,13
"Cluster_1004",54,122,20,41,62,66
"Cluster_1005",13,44,1,31,61,18
"Cluster_1006",25,130,11,74,310,108
"Cluster_1007",2,9,2,12,3,12
"Cluster_1008",38,28,18,19,14,76
"Cluster_1009",3426,4916,2087,4270,844,4761
"Cluster_1010",23,191,6,38,104,68
"Cluster_1011",12,69,3,12,25,19
"Cluster_1012",63,426,13,101,191,122
"Cluster_1013",0,5,0,9,3,9
"Cluster_1014",2,1,0,7,7,9
"Cluster_1015",10,200,12,132,227,134
"Cluster_1016",170,357,20,395,115,358
"Cluster_1017",31,136,17,125,196,171
"Cluster_1018",4,26,6,19,36,32
"Cluster_1019",8,37,5,31,84,54
"Cluster_1020",32,156,6,113,375,118
"Cluster_1021",46,307,8,156,236,159
"Cluster_1022",1,31,3,8,15,10
"Cluster_1023",14,100,3,53,95,59
"Cluster_1024",14,74,5,37,139,56
"Cluster_1025",2,15,0,8,36,7
"Cluster_1026",11,96,1,41,30,0
"Cluster_1027",5,18,4,17,31,13
"Cluster_1028",1114,1547,557,1673,1376,2068
"Cluster_1029",39,136,23,129,166,148
"Cluster_1030",117,341,45,295,592,321
"Cluster_1031",3,11,2,10,2,24
"Cluster_1032",9,19,2,20,16,34
"Cluster_1033",4,9,1,11,2,13
"Cluster_1034",93,394,57,357,696,411
"Cluster_1035",88,125,3,44,52,69
"Cluster_1036",4,16,1,12,10,17
"Cluster_1037",6,17,3,27,21,38
"Cluster_1038",6,9,0,15,17,16
"Cluster_1039",11,4,0,10,6,7
"Cluster_1040",2,13,0,15,29,10
"Cluster_1041",5,20,2,16,21,19
"Cluster_1042",3,21,1,10,18,10
"Cluster_1043",1,0,4,5,0,33
"Cluster_1044",27085,53632,4200,48967,14751,66685
"Cluster_1045",1,12,1,6,5,14
"Cluster_1046",12,58,3,51,78,69
"Cluster_1047",736,2807,225,1939,1466,1769
"Cluster_1048",7,15,1,10,20,23
"Cluster_1049",1,10,2,11,18,15
"Cluster_1050",7,26,8,23,83,28
"Cluster_1051",98,430,38,311,1052,407
"Cluster_1052",15,54,4,28,129,49
"Cluster_1053",0,6,3,7,9,5
"Cluster_1054",54,108,17,108,121,113
"Cluster_1055",14,77,3,44,117,81
"Cluster_1056",4,31,1,20,38,16
"Cluster_1057",267,351,90,368,160,443
"Cluster_1058",2,22,2,17,44,20
"Cluster_1059",10,35,4,30,62,25
"Cluster_1060",124,507,40,271,545,361
"Cluster_1061",5,14,31,12,0,24
"Cluster_1062",118,511,34,420,653,438
"Cluster_1063",7,11,2,18,27,22
"Cluster_1064",5,16,1,15,29,16
"Cluster_1065",11,77,10,49,100,65
"Cluster_1066",7,38,7,37,31,69
"Cluster_1067",49,171,22,177,451,219
"Cluster_1068",16,27,3,25,13,36
"Cluster_1069",15,83,9,75,73,77
"Cluster_1070",120,308,39,259,381,254
"Cluster_1071",21,52,11,36,28,59
"Cluster_1072",5,20,6,28,27,27
"Cluster_1073",4,16,6,27,17,25
"Cluster_1074",15,49,8,46,78,46
"Cluster_1075",3,25,1,12,17,13
"Cluster_1076",7,28,4,25,43,31
"Cluster_1077",1,19,2,11,41,9
"Cluster_1078",35,140,9,128,255,150
"Cluster_1079",221,745,65,984,553,1222
"Cluster_1080",391,1262,271,1532,1294,1839
"Cluster_1081",0,6,2,7,1,12
"Cluster_1082",12,27,15,8,29,30
"Cluster_1083",4,7,2,10,29,15
"Cluster_1084",4,12,5,18,6,33
"Cluster_1085",70,317,30,215,442,297
"Cluster_1086",1,8,0,4,6,12
"Cluster_1087",285,541,64,640,427,560
"Cluster_1088",22,20,2,31,24,37
"Cluster_1089",4,12,0,9,10,13
"Cluster_1090",1028,2202,202,2351,902,1785
"Cluster_1091",5,17,3,32,37,32
"Cluster_1092",1,2,0,8,11,7
"Cluster_1093",1,24,14,8,0,53
"Cluster_1094",8,30,3,25,55,17
"Cluster_1095",26,106,8,106,245,73
"Cluster_1096",20,106,8,88,170,82
"Cluster_1097",3,20,1,13,14,20
"Cluster_1098",2,6,1,7,22,7
"Cluster_1099",34,178,81,95,51,196
"Cluster_1100",5,30,1,23,59,28
"Cluster_1101",46,161,19,107,223,131
"Cluster_1102",141,431,44,341,521,344
"Cluster_1103",2,15,1,10,17,14
"Cluster_1104",3,12,1,10,12,5
"Cluster_1105",1,7,0,10,23,10
"Cluster_1106",17,17,1,23,24,49
"Cluster_1107",10,6,3,91,52,114
"Cluster_1108",21,108,4,76,249,97
"Cluster_1109",6,23,7,32,58,37
"Cluster_1110",21,27,11,42,71,57
"Cluster_1111",7,15,3,11,39,6
"Cluster_1112",0,16,2,16,39,14
"Cluster_1113",3,16,0,10,22,7
"Cluster_1114",11,31,0,28,59,34
"Cluster_1115",57,193,16,152,440,162
"Cluster_1116",8,35,10,43,66,52
"Cluster_1117",83,266,54,234,401,339
"Cluster_1118",179,355,142,562,202,735
"Cluster_1119",1,7,3,20,9,9
"Cluster_1120",14,23,2,22,34,22
"Cluster_1121",117,303,58,226,303,298
"Cluster_1122",171,845,55,678,1923,690
"Cluster_1123",160,396,61,410,672,377
"Cluster_1124",6,17,2,16,46,24
"Cluster_1125",1,11,0,7,30,7
"Cluster_1126",78,224,36,149,314,179
"Cluster_1127",11,39,0,20,38,28
"Cluster_1128",1,14,5,24,36,14
"Cluster_1129",2,2,0,10,18,5
"Cluster_1130",11,51,0,37,63,34
"Cluster_1131",27,38,12,44,28,38
"Cluster_1132",6,13,1,14,16,27
"Cluster_1133",3,17,3,12,6,10
"Cluster_1134",12,47,3,44,69,51
"Cluster_1135",51,173,35,134,182,191
"Cluster_1136",26,172,9,113,259,156
"Cluster_1137",70,301,21,164,390,166
"Cluster_1138",54,259,23,274,252,330
"Cluster_1139",27,150,14,113,217,132
"Cluster_1140",20,160,10,136,177,140
"Cluster_1141",4,9,2,10,21,4
"Cluster_1142",0,4,0,12,12,17
"Cluster_1143",8,17,0,12,4,17
"Cluster_1144",1,5,0,5,12,5
"Cluster_1145",2,13,1,7,7,11
"Cluster_1146",1,0,1,12,17,10
"Cluster_1147",0,7,3,3,34,12
"Cluster_1148",12,72,12,58,79,72
"Cluster_1149",5,11,2,15,21,21
"Cluster_1150",5,6,1,10,16,12
"Cluster_1151",3,12,2,8,6,12
"Cluster_1152",18,116,12,86,316,121
"Cluster_1153",19,90,8,92,88,128
"Cluster_1154",9,69,3,62,93,49
"Cluster_1155",11,53,8,43,107,39
"Cluster_1156",1,7,1,9,9,13
"Cluster_1157",38,151,14,204,231,211
"Cluster_1158",23,71,12,44,64,76
"Cluster_1159",1,4,0,4,10,8
"Cluster_1160",3,7,0,4,11,11
"Cluster_1161",1,7,2,9,15,5
"Cluster_1162",55,227,18,239,339,221
"Cluster_1163",29,155,16,86,162,139
"Cluster_1164",21,70,13,57,59,39
"Cluster_1165",1,12,1,5,18,8
"Cluster_1166",26,105,2,42,111,63
"Cluster_1167",8,28,4,21,44,24
"Cluster_1168",9,34,2,25,44,23
"Cluster_1169",18,71,208,43,57,129
"Cluster_1170",0,3,0,7,12,8
"Cluster_1171",1,11,3,11,23,16
"Cluster_1172",8,17,4,9,25,9
"Cluster_1173",39,178,9,117,218,88
"Cluster_1174",15,40,4,22,94,31
"Cluster_1175",5,32,0,23,2,18
"Cluster_1176",3,14,1,9,8,7
"Cluster_1177",17,52,6,20,72,20
"Cluster_1178",10,13,2,13,5,8
"Cluster_1179",5,5,8,5,12,9
"Cluster_1180",6,27,3,15,40,23
"Cluster_1181",4,17,0,12,32,18
"Cluster_1182",6,27,4,19,11,25
"Cluster_1183",7,25,0,11,7,18
"Cluster_1184",137,319,46,335,400,402
"Cluster_1185",29,121,13,92,190,96
"Cluster_1186",17,41,9,50,34,56
"Cluster_1187",26,15,1,28,9,40
"Cluster_1188",11,51,8,51,59,56
"Cluster_1189",2,14,0,6,15,8
"Cluster_1190",1,8,0,12,14,14
"Cluster_1191",1,14,1,14,17,7
"Cluster_1192",126,379,68,230,397,244
"Cluster_1193",35,116,16,99,135,109
"Cluster_1194",10,57,3,39,96,46
"Cluster_1195",27,61,11,80,71,78
"Cluster_1196",7,44,2,26,59,37
"Cluster_1197",11,27,3,32,66,37
"Cluster_1198",14,62,7,56,97,67
"Cluster_1199",11,29,5,27,40,39
"Cluster_1200",12,22,3,30,28,28
"Cluster_1201",9,11,1,9,12,16
"Cluster_1202",3,6,5,9,6,10
"Cluster_1203",1,24,5,31,47,30
"Cluster_1204",11,28,7,33,49,38
"Cluster_1205",6,24,4,26,8,52
"Cluster_1206",7,29,1,37,56,25
"Cluster_1207",0,4,0,10,13,7
"Cluster_1208",4,20,0,14,22,22
"Cluster_1209",5,5,0,19,23,15
"Cluster_1210",2,25,0,18,40,30
"Cluster_1211",11,63,1,21,58,36
"Cluster_1212",1,8,1,8,10,6
"Cluster_1213",11,60,4,64,95,48
"Cluster_1214",2,16,3,8,31,13
"Cluster_1215",12,7,0,4,17,3
"Cluster_1216",19,67,10,44,129,33
"Cluster_1217",0,9,0,5,8,12
"Cluster_1218",5,15,2,15,30,16
"Cluster_1219",5,14,2,10,22,7
"Cluster_1220",10,29,9,45,48,60
"Cluster_1221",27,107,7,79,165,94
"Cluster_1222",84,337,58,218,471,283
"Cluster_1223",61,362,34,229,431,260
"Cluster_1224",96,316,33,321,430,309
"Cluster_1225",3,5,0,11,2,15
"Cluster_1226",8,14,2,14,8,13
"Cluster_1227",4,22,3,16,30,20
"Cluster_1228",9,39,2,40,64,34
"Cluster_1229",33,120,16,122,292,145
"Cluster_1230",1,6,0,5,16,4
"Cluster_1231",1549,6190,0,5384,22736,3908
"Cluster_1232",22,60,12,74,130,81
"Cluster_1233",6,19,2,31,23,15
"Cluster_1234",0,10,5,13,15,8
"Cluster_1235",905,1597,198,1799,1311,1985
"Cluster_1236",3,35,5,23,89,22
"Cluster_1237",93,342,43,377,1035,436
"Cluster_1238",45,145,35,229,137,306
"Cluster_1239",6,31,2,42,65,46
"Cluster_1240",3,19,4,10,21,10
"Cluster_1241",16,41,4,22,29,41
"Cluster_1242",1,13,0,22,33,18
"Cluster_1243",37,108,7,112,168,132
"Cluster_1244",1,8,0,6,19,9
"Cluster_1245",1792,7404,88,5897,25987,5561
"Cluster_1246",0,8,0,10,4,11
"Cluster_1247",9,18,0,15,40,23
"Cluster_1248",378,1587,210,574,535,725
"Cluster_1249",24,79,11,42,27,67
"Cluster_1250",35,67,11,64,14,103
"Cluster_1251",88,353,51,514,1722,674
"Cluster_1252",11,42,4,21,46,40
"Cluster_1253",4,9,0,9,10,15
"Cluster_1254",2,14,3,35,8,21
"Cluster_1255",3,13,3,18,36,26
"Cluster_1256",2,8,1,14,25,9
"Cluster_1257",5,24,8,27,36,24
"Cluster_1258",35,142,12,132,320,184
"Cluster_1259",2,9,1,13,16,12
"Cluster_1260",5,5,4,15,31,13
"Cluster_1261",23,9,5,34,113,44
"Cluster_1262",31,79,6,65,135,75
"Cluster_1263",42,84,5,97,146,106
"Cluster_1264",3,22,0,40,34,35
"Cluster_1265",27,134,13,115,163,137
"Cluster_1266",5,15,1,9,37,17
"Cluster_1267",10,55,7,50,81,44
"Cluster_1268",5,6,0,9,27,10
"Cluster_1269",8,68,5,44,66,48
"Cluster_1270",20,51,7,45,33,43
"Cluster_1271",10,29,2,29,33,31
"Cluster_1272",3,28,0,22,29,19
"Cluster_1273",13,63,3,34,96,39
"Cluster_1274",17,56,10,31,63,42
"Cluster_1275",381,1728,193,1832,4786,2049
"Cluster_1276",7,14,7,29,12,42
"Cluster_1277",1,1,0,6,3,14
"Cluster_1278",21,89,18,132,176,183
"Cluster_1279",2,8,1,5,18,8
"Cluster_1280",9,37,3,40,40,27
"Cluster_1281",10,50,3,37,55,29
"Cluster_1282",64,282,46,130,240,195
"Cluster_1283",5,26,1,9,34,22
"Cluster_1284",10,11,9,15,43,31
"Cluster_1285",7,26,0,15,23,13
"Cluster_1286",99,234,44,252,326,303
"Cluster_1287",1340936,1856943,404411,1309639,389117,1517151
"Cluster_1288",51,284,12,48,73,45
"Cluster_1289",51,841,42,146,159,159
"Cluster_1290",61,337,65,222,425,256
"Cluster_1291",105,38,29,26,17,51
"Cluster_1292",9,20,5,22,47,25
"Cluster_1293",13,100,14,66,101,59
"Cluster_1294",30,107,24,52,201,92
"Cluster_1295",3,6,1,11,10,8
"Cluster_1296",5,5,1,15,40,12
"Cluster_1297",2,4,1,4,11,11
"Cluster_1298",4,5,0,7,11,14
"Cluster_1299",1,5,0,8,17,5
"Cluster_1300",1,5,2,12,5,11
"Cluster_1301",41,144,22,158,201,163
"Cluster_1302",17,44,5,50,80,50
"Cluster_1303",4,13,0,11,16,11
"Cluster_1304",4,12,0,9,17,10
"Cluster_1305",25,105,16,87,150,86
"Cluster_1306",21,72,17,120,98,108
"Cluster_1307",6,57,4,54,90,65
"Cluster_1308",13,76,3,54,81,63
"Cluster_1309",2,10,4,5,14,11
"Cluster_1310",8,12,2,20,38,15
"Cluster_1311",5,5,0,8,10,7
"Cluster_1312",1,10,0,8,17,21
"Cluster_1313",1,7,1,6,25,5
"Cluster_1314",15,51,1,27,61,40
"Cluster_1315",6,20,0,12,40,21
"Cluster_1316",13,37,4,31,35,44
"Cluster_1317",18,100,10,100,91,103
"Cluster_1318",2,16,0,7,20,11
"Cluster_1319",3,6,0,8,20,10
"Cluster_1320",4,10,2,10,14,6
"Cluster_1321",62,85,129,106,52,156
"Cluster_1322",8,37,1,20,37,11
"Cluster_1323",19,81,5,32,64,34
"Cluster_1324",6,9,0,14,7,11
"Cluster_1325",5,15,0,12,20,19
"Cluster_1326",9217,35924,1415,30291,29486,32456
"Cluster_1327",2,8,1,12,1,17
"Cluster_1328",4,6,1,9,2,11
"Cluster_1329",14,44,13,35,37,49
"Cluster_1330",5,25,2,28,24,31
"Cluster_1331",62,112,13,99,143,135
"Cluster_1332",5,34,1,28,33,26
"Cluster_1333",1,13,3,4,9,25
"Cluster_1334",6,14,13,20,16,15
"Cluster_1335",10,47,3,41,82,39
"Cluster_1336",1,9,1,5,17,5
"Cluster_1337",7,10,4,14,24,11
"Cluster_1338",14,37,9,26,62,31
"Cluster_1339",6,15,1,14,18,17
"Cluster_1340",74,210,25,185,304,200
"Cluster_1341",3,20,5,12,19,21
"Cluster_1342",3,6,0,12,13,14
"Cluster_1343",68,306,26,206,435,202
"Cluster_1344",21,118,16,113,53,135
"Cluster_1345",222,412,129,460,156,675
"Cluster_1346",9,18,3,6,12,5
"Cluster_1347",2,18,1,12,12,12
"Cluster_1348",4,10,4,14,14,25
"Cluster_1349",10,8,6,18,9,28
"Cluster_1350",13,30,7,34,12,65
"Cluster_1351",109,394,99,447,865,573
"Cluster_1352",1,6,2,9,7,8
"Cluster_1353",17,85,9,76,117,87
"Cluster_1354",36,93,9,78,183,94
"Cluster_1355",124,578,65,458,884,489
"Cluster_1356",2,7,1,17,11,14
"Cluster_1357",22,63,5,28,102,54
"Cluster_1358",10,26,3,26,40,41
"Cluster_1359",7,13,2,27,37,48
