"","97.bam","105.bam","113.bam","93.bam","101.bam","109.bam"
"Cluster_4525",6,26,4,25,41,11
"Cluster_4526",62,237,34,149,239,120
"Cluster_4527",32,129,25,66,118,50
"Cluster_4528",1,18,1,8,16,3
"Cluster_4529",2,15,1,8,9,9
"Cluster_4530",5,18,0,4,22,5
"Cluster_4531",15,79,10,39,92,20
"Cluster_4532",6,28,4,23,33,21
"Cluster_4533",5,25,2,8,19,6
"Cluster_4534",20,0,32,0,38,0
"Cluster_4535",28,62,10,44,51,33
"Cluster_4536",10,70,14,10,89,5
"Cluster_4537",0,21,0,9,17,9
"Cluster_4538",13,25,2,8,6,3
"Cluster_4539",1116,1600,398,776,2301,1159
"Cluster_4540",19,116,11,82,126,68
"Cluster_4541",30,170,21,124,216,95
"Cluster_4542",6,17,0,14,9,7
"Cluster_4543",7,35,1,17,28,14
"Cluster_4544",20,45,10,26,53,32
"Cluster_4545",10,21,5,12,12,6
"Cluster_4546",16,22,32,15,40,12
"Cluster_4547",13,37,6,17,16,15
"Cluster_4548",5,18,0,10,18,10
"Cluster_4549",25,130,13,157,308,95
"Cluster_4550",8,17,4,13,37,17
"Cluster_4551",9,69,6,54,121,38
"Cluster_4552",12,53,4,38,42,19
"Cluster_4553",6,31,7,36,57,21
"Cluster_4554",3,13,0,3,9,3
"Cluster_4555",10,16,5,14,29,12
"Cluster_4556",19,40,5,9,32,16
"Cluster_4557",10,63,5,17,44,22
"Cluster_4558",10,24,3,15,19,3
"Cluster_4559",22,27,24,12,18,9
"Cluster_4560",2,14,5,4,13,5
"Cluster_4561",6,23,1,6,25,4
"Cluster_4562",6,14,1,14,10,10
"Cluster_4563",8,40,3,34,46,14
"Cluster_4564",10,5,5,4,7,6
"Cluster_4565",3,11,2,1,6,5
"Cluster_4566",9,44,2,23,42,22
"Cluster_4567",28,136,11,88,173,63
"Cluster_4568",17,98,18,55,60,29
"Cluster_4569",7,67,6,20,35,10
"Cluster_4570",19,7,1,3,6,2
"Cluster_4571",6,17,1,19,16,17
"Cluster_4572",201,207,12,368,308,265
"Cluster_4573",3,23,0,14,23,8
"Cluster_4574",14,102,7,55,139,71
"Cluster_4575",17,98,4,46,110,44
"Cluster_4576",44,165,25,123,149,91
"Cluster_4577",7,25,3,32,65,30
"Cluster_4578",4,15,1,6,13,7
"Cluster_4579",27,37,14,26,29,12
"Cluster_4580",5,4,3,3,3,1
"Cluster_4581",4,19,0,13,7,3
"Cluster_4582",8,32,11,16,23,7
"Cluster_4583",4,11,1,0,6,0
"Cluster_4584",1,14,2,7,15,10
"Cluster_4585",3,12,2,15,11,7
"Cluster_4586",18,13,9,9,8,6
"Cluster_4587",69,74,21,106,38,35
"Cluster_4588",13,13,5,16,7,4
"Cluster_4589",17,53,8,12,23,11
"Cluster_4590",3,20,2,0,10,7
"Cluster_4591",68,149,46,91,134,79
"Cluster_4592",21,70,4,69,100,46
"Cluster_4593",25,15,9,3,13,9
"Cluster_4594",4,11,3,0,11,2
"Cluster_4595",7,23,2,12,17,8
"Cluster_4596",563,3586,397,1556,2384,1138
"Cluster_4597",1581,27928,1541,8178,159241,25788
"Cluster_4598",5,25,0,25,53,15
"Cluster_4599",4,13,0,18,46,13
"Cluster_4600",14,48,5,19,27,19
"Cluster_4601",17,109,5,42,164,30
"Cluster_4602",23,158,13,71,95,47
"Cluster_4603",28,91,11,44,102,35
"Cluster_4604",14,55,8,47,86,32
"Cluster_4605",7,35,2,32,29,17
"Cluster_4606",4,27,0,16,29,12
"Cluster_4607",3,58,1,46,62,11
"Cluster_4608",29,18,0,13,19,20
"Cluster_4609",34,39,15,77,81,48
"Cluster_4610",8,15,4,19,26,17
"Cluster_4611",4,18,0,11,34,8
"Cluster_4612",22,39,2,47,74,29
"Cluster_4613",508,2363,67,4652,2536,2347
"Cluster_4614",1,14,1,5,7,6
"Cluster_4615",5,12,0,6,9,5
"Cluster_4616",45,119,7,110,122,91
"Cluster_4617",4,12,4,18,13,9
"Cluster_4618",11,20,3,41,36,20
"Cluster_4619",9,37,0,14,18,18
"Cluster_4620",8,28,1,13,12,14
"Cluster_4621",122,582,74,837,1427,674
"Cluster_4622",21,103,20,124,228,85
"Cluster_4623",19,9,1,17,2,7
"Cluster_4624",9,8,1,12,4,8
"Cluster_4625",8,12,2,12,8,9
"Cluster_4626",67,72,27,72,60,76
"Cluster_4627",77,112,24,120,136,100
"Cluster_4628",42,61,8,59,94,51
"Cluster_4629",28,40,4,54,43,37
"Cluster_4630",31,42,2,56,36,39
"Cluster_4631",23,9,0,26,9,7
"Cluster_4632",21,6,1,9,83,27
"Cluster_4633",14,14,2,29,8,12
"Cluster_4634",48,53,12,72,71,51
"Cluster_4635",19,2,0,9,2,6
"Cluster_4636",17,0,0,11,1,9
"Cluster_4637",36,24,2,48,18,51
"Cluster_4638",45,47,2,60,37,52
"Cluster_4639",17,8,2,7,2,6
"Cluster_4640",69,7,1,66,8,42
"Cluster_4641",15,0,0,14,4,13
"Cluster_4642",45,1,1,36,2,35
"Cluster_4643",44,1,0,37,2,26
"Cluster_4644",24,1,0,14,0,13
"Cluster_4645",107,14,3,105,14,67
"Cluster_4646",33,25,5,53,47,29
"Cluster_4647",145,172,24,245,190,202
"Cluster_4648",300,62,4,57,124,136
"Cluster_4649",109,59,11,101,46,75
"Cluster_4650",74,28,11,64,13,57
"Cluster_4651",151,48,8,50,25,49
"Cluster_4652",71,37,6,79,39,61
"Cluster_4653",58,3,0,52,4,37
"Cluster_4654",75,3,2,52,6,55
"Cluster_4655",286,308,28,365,683,391
"Cluster_4656",102,20,9,70,9,67
"Cluster_4657",4064,1301,2264,1472,5123,1661
"Cluster_4658",17,0,0,7,0,6
"Cluster_4659",12,1,0,3,1,5
"Cluster_4660",93,87,51,59,92,16
"Cluster_4661",7,12,1,8,17,13
"Cluster_4662",23,8,3,17,13,10
"Cluster_4663",12,19,4,13,16,10
"Cluster_4664",85,196,22,131,225,99
"Cluster_4665",8,17,2,14,11,7
"Cluster_4666",10,38,1,21,11,9
"Cluster_4667",14,60,2,24,42,20
"Cluster_4668",104,413,44,209,500,153
"Cluster_4669",43,66,20,36,53,29
"Cluster_4670",12,40,0,30,88,34
"Cluster_4671",7,13,3,13,26,4
"Cluster_4672",272,1412,70,44,33,26
"Cluster_4673",97958,187230,6651,310604,477479,208232
"Cluster_4674",6,12,3,11,9,6
"Cluster_4675",66,223,27,161,997,178
"Cluster_4676",177,676,98,167,289,142
"Cluster_4677",45,105,18,63,99,37
"Cluster_4678",111,475,49,366,673,241
"Cluster_4679",4,11,2,3,3,0
"Cluster_4680",26,59,15,45,50,33
"Cluster_4681",16,90,8,36,59,32
"Cluster_4682",5,21,0,15,28,8
"Cluster_4683",45,252,21,144,201,108
"Cluster_4684",4,41,2,22,38,18
"Cluster_4685",10,43,4,26,38,27
"Cluster_4686",5,14,0,3,5,2
"Cluster_4687",2,35,2,4,31,7
"Cluster_4688",20,39,4,13,10,17
"Cluster_4689",6,16,3,6,4,3
"Cluster_4690",30,42,22,30,36,15
"Cluster_4691",8,70,6,30,36,18
"Cluster_4692",2,20,1,6,8,4
"Cluster_4693",5,52,4,10,20,9
"Cluster_4694",1,16,1,10,30,8
"Cluster_4695",23,108,20,26,50,33
"Cluster_4696",2,14,1,5,7,4
"Cluster_4697",81,465,28,123,237,110
"Cluster_4698",24,50,11,22,23,10
"Cluster_4699",4,17,5,11,19,7
"Cluster_4700",4,20,2,6,2,4
"Cluster_4701",7,8,1,6,10,1
"Cluster_4702",17,38,5,48,47,41
"Cluster_4703",2,31,0,24,35,11
"Cluster_4704",280,439,116,231,1025,417
"Cluster_4705",8,9,1,4,7,3
"Cluster_4706",33,76,13,39,537,68
"Cluster_4707",8,26,2,16,29,13
"Cluster_4708",8,17,0,15,25,19
"Cluster_4709",78,77,12,58,101,36
"Cluster_4710",6,19,2,8,16,7
"Cluster_4711",5,34,2,15,17,17
"Cluster_4712",26,62,9,25,61,19
"Cluster_4713",13,53,19,10,30,17
"Cluster_4714",33,75,5,70,126,35
"Cluster_4715",55,231,26,99,202,78
"Cluster_4716",7,51,0,19,22,17
"Cluster_4717",6,32,0,18,47,19
"Cluster_4718",3,21,1,10,11,0
"Cluster_4719",1,15,2,3,8,9
"Cluster_4720",12,14,4,5,29,4
"Cluster_4721",22,78,6,71,96,55
"Cluster_4722",16,49,14,44,67,55
"Cluster_4723",22,48,16,27,72,33
"Cluster_4724",86,154,27,169,202,95
"Cluster_4725",7,19,8,15,10,6
"Cluster_4726",90,304,35,321,565,191
"Cluster_4727",16,21,4,10,17,5
"Cluster_4728",8,33,5,15,22,18
"Cluster_4729",6,30,3,18,35,13
"Cluster_4730",8,23,5,17,19,15
"Cluster_4731",2,17,0,3,16,3
"Cluster_4732",9,42,2,32,116,51
"Cluster_4733",11,39,3,51,92,29
"Cluster_4734",15,98,14,36,33,29
"Cluster_4735",7,15,2,6,5,3
"Cluster_4736",2,15,0,0,0,0
"Cluster_4737",9,18,2,9,11,6
"Cluster_4738",3,19,0,4,20,10
"Cluster_4739",13,76,10,51,75,36
"Cluster_4740",5,10,3,6,12,10
"Cluster_4741",2,11,2,2,4,3
"Cluster_4742",8,30,0,13,30,5
"Cluster_4743",1,21,2,4,8,5
"Cluster_4744",12,109,11,79,66,36
"Cluster_4745",3,17,1,5,20,6
"Cluster_4746",8,10,0,8,6,3
"Cluster_4747",317,183,51,264,1448,568
"Cluster_4748",12,18,9,25,22,16
"Cluster_4749",7,23,8,6,14,1
"Cluster_4750",0,15,18,12,33,20
"Cluster_4751",6,15,0,5,11,3
"Cluster_4752",2,13,2,4,6,1
"Cluster_4753",111,83,43,31,243,56
"Cluster_4754",52,197,19,43,123,45
"Cluster_4755",10,31,17,9,21,14
"Cluster_4756",7,29,1,16,3,5
"Cluster_4757",15,43,5,12,51,19
"Cluster_4758",5,13,2,4,3,3
"Cluster_4759",15,56,9,27,70,28
"Cluster_4760",6,24,5,11,32,9
"Cluster_4761",22,121,15,86,154,58
"Cluster_4762",20,111,9,86,168,53
"Cluster_4763",32,99,19,67,116,46
"Cluster_4764",48,223,28,166,438,117
"Cluster_4765",12,23,9,9,21,5
"Cluster_4766",5,13,0,3,31,5
"Cluster_4767",57,252,27,197,373,159
"Cluster_4768",13,57,12,43,64,20
"Cluster_4769",5,33,14,26,123,33
"Cluster_4770",196,470,114,287,316,234
"Cluster_4771",16,12,8,3,23,0
"Cluster_4772",40,140,24,40,63,43
"Cluster_4773",54,94,32,13,23,19
"Cluster_4774",8,28,6,9,21,9
"Cluster_4775",50,166,40,100,240,74
"Cluster_4776",8,27,5,14,41,13
"Cluster_4777",15,42,2,58,102,33
"Cluster_4778",7,15,6,17,28,9
"Cluster_4779",14,36,1,9,30,12
"Cluster_4780",339,536,220,390,411,299
"Cluster_4781",3,12,3,16,13,8
"Cluster_4782",8,27,1,12,15,9
"Cluster_4783",4,12,1,13,5,13
"Cluster_4784",8,14,1,12,18,7
"Cluster_4785",2,13,3,11,18,11
"Cluster_4786",44,378,19,60,84,40
"Cluster_4787",14,10,1,5,7,4
"Cluster_4788",1446,7796,755,2898,4718,2054
"Cluster_4789",6,11,1,8,7,1
"Cluster_4790",4,28,9,13,29,11
"Cluster_4791",5,16,1,14,11,7
"Cluster_4792",5,21,2,14,13,10
"Cluster_4793",5810,17421,820,26246,36857,13615
"Cluster_4794",3,17,0,10,25,9
"Cluster_4795",1,41,15,34,57,28
"Cluster_4796",7,30,0,21,34,24
"Cluster_4797",17,123,61,45,78,36
"Cluster_4798",1,20,0,11,8,7
"Cluster_4799",26,146,22,77,167,59
"Cluster_4800",34,156,10,82,139,52
"Cluster_4801",1,14,4,13,16,7
"Cluster_4802",2,16,1,14,16,5
"Cluster_4803",4,28,3,18,26,5
"Cluster_4804",13,47,2,38,50,36
"Cluster_4805",24,101,5,73,109,43
"Cluster_4806",8,15,2,9,12,7
"Cluster_4807",22,86,10,72,118,53
"Cluster_4808",28,106,12,68,134,53
"Cluster_4809",7,32,5,31,40,16
"Cluster_4810",6,9,3,6,11,2
"Cluster_4811",16,70,8,42,91,58
"Cluster_4812",34,140,20,85,154,57
"Cluster_4813",42,144,34,75,135,56
"Cluster_4814",4,14,3,8,18,1
"Cluster_4815",7,18,0,11,41,6
"Cluster_4816",5,28,7,19,32,7
"Cluster_4817",14,27,3,18,12,12
"Cluster_4818",4,23,4,15,10,12
"Cluster_4819",26,12,0,5,120,7
"Cluster_4820",4,16,2,4,18,5
"Cluster_4821",3,13,1,4,6,3
"Cluster_4822",5,10,2,13,4,8
"Cluster_4823",2,22,2,10,7,5
"Cluster_4824",736,2703,0,864,1157,550
"Cluster_4825",19,57,2,50,61,27
"Cluster_4826",63,328,34,200,238,121
"Cluster_4827",33,76,6,50,62,28
"Cluster_4828",11,29,7,23,80,22
"Cluster_4829",25,114,10,75,148,64
"Cluster_4830",40,60,10,32,38,11
"Cluster_4831",4,26,3,10,34,16
"Cluster_4832",1,11,5,2,12,0
"Cluster_4833",1755,10663,355,4226,4444,1780
"Cluster_4834",1,18,0,3,10,4
"Cluster_4835",8,33,3,18,9,7
"Cluster_4836",3397,4466,419,7080,12767,5122
"Cluster_4837",8,59,4,38,93,27
"Cluster_4838",7,11,0,1,25,3
"Cluster_4839",11,11,6,22,18,9
"Cluster_4840",2,20,1,7,8,9
"Cluster_4841",145,380,79,218,285,152
"Cluster_4842",21,44,7,33,96,26
"Cluster_4843",6,22,2,17,18,5
"Cluster_4844",108,146,103,33,278,63
"Cluster_4845",28,45,3,76,119,62
"Cluster_4846",2190,6434,770,5930,27275,5528
"Cluster_4847",6,97,1,6,22,11
"Cluster_4848",49,81,26,66,66,41
"Cluster_4849",32,58,35,82,128,72
"Cluster_4850",16,53,6,76,112,45
"Cluster_4851",12,41,3,31,55,21
"Cluster_4852",11,40,1,50,150,66
"Cluster_4853",28,128,14,157,276,104
"Cluster_4854",2,19,1,26,40,13
"Cluster_4855",35,138,25,142,329,97
"Cluster_4856",5,14,9,20,108,19
"Cluster_4857",1516,1495,737,891,1253,443
"Cluster_4858",17,31,8,3,9,6
"Cluster_4859",13,61,6,39,140,47
"Cluster_4860",148,797,91,713,1194,572
"Cluster_4861",7,16,2,9,9,4
"Cluster_4862",6,12,1,4,5,2
"Cluster_4863",9,21,6,1,39,0
"Cluster_4864",12,7,7,9,15,12
"Cluster_4865",15,50,0,39,63,48
"Cluster_4866",14,65,8,44,72,22
"Cluster_4867",444,1544,235,784,1167,565
"Cluster_4868",0,17,8,1,14,7
"Cluster_4869",5,9,0,4,11,5
"Cluster_4870",11,24,5,21,38,12
"Cluster_4871",4,16,0,6,14,10
"Cluster_4872",28,100,21,35,563,76
"Cluster_4873",2,16,1,17,19,6
"Cluster_4874",2,21,3,2,16,6
"Cluster_4875",39,203,27,124,196,79
"Cluster_4876",27,71,17,23,61,17
"Cluster_4877",43,127,33,54,59,32
"Cluster_4878",8,18,1,11,6,7
"Cluster_4879",7,13,0,7,22,12
"Cluster_4880",68,233,28,63,117,60
"Cluster_4881",4,14,3,4,7,3
"Cluster_4882",2,16,0,6,14,8
"Cluster_4883",6,28,2,8,14,9
"Cluster_4884",4,13,4,14,19,9
"Cluster_4885",7,33,1,17,17,12
"Cluster_4886",192,274,75,195,277,117
"Cluster_4887",224,1037,90,705,1593,482
"Cluster_4888",8,22,5,8,24,5
"Cluster_4889",45,1416,66,210,1054,420
"Cluster_4890",8,33,3,10,13,21
"Cluster_4891",2,16,2,2,5,8
"Cluster_4892",17,37,2,91,152,54
"Cluster_4893",75,193,24,327,560,228
"Cluster_4894",3,15,2,37,49,11
"Cluster_4895",8,14,0,26,55,23
"Cluster_4896",5,28,3,19,20,12
"Cluster_4897",2,19,0,10,6,6
"Cluster_4898",4,20,8,17,33,8
"Cluster_4899",5,52,11,56,63,34
"Cluster_4900",34,148,11,112,255,104
"Cluster_4901",3,23,2,17,29,13
"Cluster_4902",45,167,11,146,220,81
"Cluster_4903",2,47,0,26,290,145
"Cluster_4904",6,12,12,15,22,12
"Cluster_4905",7,25,4,10,24,6
"Cluster_4906",199,378,127,192,285,172
"Cluster_4907",9,12,0,13,14,19
"Cluster_4908",260,517,134,836,1123,616
"Cluster_4909",75,315,25,566,1326,421
"Cluster_4910",42,323,26,146,349,136
"Cluster_4911",21,121,13,62,114,47
"Cluster_4912",19,117,9,179,296,115
"Cluster_4913",3,14,3,20,30,16
"Cluster_4914",3,10,1,23,68,24
"Cluster_4915",25,32,13,20,48,26
"Cluster_4916",7,43,3,27,54,21
"Cluster_4917",8,44,6,35,50,15
"Cluster_4918",3,21,4,13,35,15
"Cluster_4919",5,21,0,15,17,9
"Cluster_4920",3,25,3,20,34,11
"Cluster_4921",10,43,0,31,35,24
"Cluster_4922",4,24,1,4,19,11
"Cluster_4923",4,8,2,2,6,2
"Cluster_4924",5,16,2,21,20,9
"Cluster_4925",2,15,1,4,6,6
"Cluster_4926",8,27,4,12,31,12
"Cluster_4927",1,14,2,12,24,7
"Cluster_4928",38,18,28,38,177,39
"Cluster_4929",14,19,1,27,24,20
"Cluster_4930",39,145,2,88,169,47
"Cluster_4931",5,26,11,17,25,16
"Cluster_4932",8,13,3,8,28,7
"Cluster_4933",4,18,1,9,11,6
"Cluster_4934",10,40,3,21,38,13
"Cluster_4935",2,13,1,4,3,3
"Cluster_4936",33,165,14,33,14,51
"Cluster_4937",9,18,1,45,14,26
"Cluster_4938",18,29,9,8,4,10
"Cluster_4939",10,29,10,12,10,7
"Cluster_4940",9,48,163,17,3,54
"Cluster_4941",218,479,12,220,65,202
"Cluster_4942",7,11,0,13,7,8
"Cluster_4943",211,432,0,574,580,374
"Cluster_4944",9,28,2,20,21,13
"Cluster_4945",3,14,2,9,20,3
"Cluster_4946",27,41,18,36,62,31
"Cluster_4947",7,19,1,7,12,8
"Cluster_4948",3,12,1,8,12,10
"Cluster_4949",5,29,4,14,30,27
"Cluster_4950",5,17,0,9,16,5
"Cluster_4951",2,34,3,10,30,8
"Cluster_4952",24,91,6,124,300,97
"Cluster_4953",8,51,12,48,168,36
"Cluster_4954",6,10,1,5,5,6
"Cluster_4955",49,59,12,66,79,58
"Cluster_4956",106,433,39,282,377,188
"Cluster_4957",40,191,32,126,365,92
"Cluster_4958",9,32,4,16,27,15
"Cluster_4959",3,19,2,21,20,13
"Cluster_4960",13,53,4,21,50,17
"Cluster_4961",9,19,3,10,12,6
"Cluster_4962",91,134,19,69,103,73
"Cluster_4963",12,48,5,31,36,17
"Cluster_4964",5,29,7,25,30,14
"Cluster_4965",9,41,15,26,40,27
"Cluster_4966",29872,557616,17526,1168386,1904812,599131
"Cluster_4967",98,202,72,176,252,242
"Cluster_4968",8,55,3,20,18,13
"Cluster_4969",11,35,2,24,17,17
"Cluster_4970",6,29,0,17,19,18
"Cluster_4971",13,18,13,6,0,13
"Cluster_4972",4,13,1,1,0,1
"Cluster_4973",11,10,7,7,18,3
"Cluster_4974",7,31,1,14,69,6
"Cluster_4975",24,9,9,5,21,6
"Cluster_4976",15,46,6,41,50,22
"Cluster_4977",10,50,2,21,39,12
"Cluster_4978",16,23,1,28,45,16
"Cluster_4979",130,279,90,94,166,69
"Cluster_4980",75,392,3,66,539,137
"Cluster_4981",399,459,148,163,260,139
"Cluster_4982",12,4,8,2,9,8
"Cluster_4983",14,45,0,114,53,70
"Cluster_4984",6,35,1,66,88,59
"Cluster_4985",54,75,18,70,52,57
"Cluster_4986",10,19,3,20,20,9
"Cluster_4987",0,14,0,0,0,0
"Cluster_4988",1065,1933,326,1465,2120,773
"Cluster_4989",2,13,3,3,12,3
"Cluster_4990",5,16,2,6,9,9
"Cluster_4991",6,14,0,6,13,7
"Cluster_4992",7,31,5,8,17,23
"Cluster_4993",4,16,0,4,22,6
"Cluster_4994",4,11,1,8,5,11
"Cluster_4995",6,55,4,20,46,29
"Cluster_4996",7,28,3,34,70,26
"Cluster_4997",22,96,13,43,60,34
"Cluster_4998",35,269,11,134,492,112
"Cluster_4999",43,211,18,131,348,124
"Cluster_5000",677,5963,191,4757,11273,3558
"Cluster_5001",23,2,2,2,1,2
"Cluster_5002",8,30,4,13,10,4
"Cluster_5003",19,28,5,20,20,21
"Cluster_5004",50,40,11,33,25,23
"Cluster_5005",17,85,5,40,61,33
"Cluster_5006",5,13,2,4,2,3
"Cluster_5007",3,28,0,2,2,3
"Cluster_5008",2,21,2,12,13,2
"Cluster_5009",93,355,37,188,182,119
"Cluster_5010",4,11,1,3,11,7
"Cluster_5011",4,18,0,3,51,9
"Cluster_5012",7,14,3,4,8,7
"Cluster_5013",3,18,3,16,11,4
"Cluster_5014",6,14,2,20,53,18
"Cluster_5015",4,10,3,16,30,11
"Cluster_5016",2,37,6,23,55,23
"Cluster_5017",4,16,8,4,10,5
"Cluster_5018",85,98,16,109,123,85
"Cluster_5019",10,17,5,13,6,9
"Cluster_5020",99,670,24,368,614,234
"Cluster_5021",194,1147,36,482,737,325
"Cluster_5022",21,45,3,17,12,17
"Cluster_5023",5,11,2,3,5,4
"Cluster_5024",20,28,4,17,17,10
"Cluster_5025",30,39,3,15,17,9
"Cluster_5026",10,9,1,4,12,2
"Cluster_5027",18,31,0,9,53,23
"Cluster_5028",2,14,1,5,8,2
"Cluster_5029",25,65,5,41,56,17
"Cluster_5030",41,54,0,77,219,40
"Cluster_5031",5,16,1,14,43,14
"Cluster_5032",9,31,2,23,91,21
"Cluster_5033",84,185,16,204,145,152
"Cluster_5034",16,37,6,56,72,39
"Cluster_5035",18,51,9,44,92,46
"Cluster_5036",44,94,7,71,120,44
"Cluster_5037",1,10,4,12,8,14
"Cluster_5038",4,11,3,13,13,6
"Cluster_5039",71,99,5,91,118,56
"Cluster_5040",12,45,10,29,77,18
"Cluster_5041",6,12,1,8,24,4
"Cluster_5042",6,18,3,37,58,37
"Cluster_5043",3817,15515,538,4956,4799,3758
"Cluster_5044",610,595,344,262,2027,447
"Cluster_5045",0,19,0,9,0,26
"Cluster_5046",6,28,3,45,53,20
"Cluster_5047",47,35,24,8,45,25
"Cluster_5048",14,45,0,29,52,13
"Cluster_5049",3,16,0,2,17,5
"Cluster_5050",7,30,0,14,60,10
"Cluster_5051",19,112,3,61,147,74
"Cluster_5052",53,215,12,139,241,80
"Cluster_5053",2,23,1,11,16,13
"Cluster_5054",6,39,9,32,68,28
"Cluster_5055",6,39,3,38,66,26
"Cluster_5056",8,15,0,9,14,3
"Cluster_5057",0,20,2,5,3,20
"Cluster_5058",84,156,24,169,240,153
"Cluster_5059",4,17,4,11,19,17
"Cluster_5060",6,23,0,3,13,9
"Cluster_5061",1,12,0,5,8,1
"Cluster_5062",13,25,6,10,14,9
"Cluster_5063",6,44,0,18,30,25
"Cluster_5064",22,138,16,68,121,50
"Cluster_5065",17,50,10,23,45,20
"Cluster_5066",8,25,3,25,24,6
"Cluster_5067",57,134,10,73,116,54
"Cluster_5068",3,26,5,3,21,8
"Cluster_5069",1,18,2,12,10,2
"Cluster_5070",5,13,0,3,6,2
"Cluster_5071",46,138,25,87,101,58
"Cluster_5072",3,9,13,3,3,0
"Cluster_5073",22,19,3,28,39,15
"Cluster_5074",45,55,6,102,257,66
"Cluster_5075",6,12,0,22,15,6
"Cluster_5076",29,152,65,8,21,9
"Cluster_5077",6,12,0,0,3,1
"Cluster_5078",12,9,2,5,4,4
"Cluster_5079",19,201,4,20,18,12
"Cluster_5080",202,265,147,58,3223,520
"Cluster_5081",6,23,0,22,84,23
"Cluster_5082",3,17,2,19,33,16
"Cluster_5083",7,14,3,5,7,8
"Cluster_5084",1,9,6,3,9,0
"Cluster_5085",13,320,28,19,70,30
"Cluster_5086",59,267,15,169,344,117
"Cluster_5087",5,19,2,11,24,14
"Cluster_5088",9,63,3,22,42,11
"Cluster_5089",8,81,0,4,3,3
"Cluster_5090",104,218,16,137,92,93
"Cluster_5091",12,64,0,15,14,7
"Cluster_5092",2,20,1,2,2,6
"Cluster_5093",11,14,15,26,1,4
"Cluster_5094",6,15,18,2,0,0
"Cluster_5095",6,6,3,9,3,1
"Cluster_5096",4,16,3,3,8,3
"Cluster_5097",7,19,0,4,4,2
"Cluster_5098",2,12,0,3,12,4
"Cluster_5099",58,66,10,30,28,23
"Cluster_5100",77,75,6,39,32,22
"Cluster_5101",10,27,2,15,11,11
"Cluster_5102",23,52,5,38,31,19
"Cluster_5103",6,41,3,2,2,3
"Cluster_5104",2,20,1,11,22,8
"Cluster_5105",3,17,1,3,3,1
"Cluster_5106",27,137,20,20,24,8
"Cluster_5107",9,48,6,11,15,4
"Cluster_5108",45,211,15,47,92,42
"Cluster_5109",57,326,19,81,126,69
"Cluster_5110",0,21,0,0,90,0
"Cluster_5111",3,17,0,6,14,7
"Cluster_5112",1,19,2,1,7,1
"Cluster_5113",11,16,4,2,4,1
"Cluster_5114",8,10,3,17,12,9
"Cluster_5115",10,8,2,13,5,4
"Cluster_5116",16,7,3,14,6,14
"Cluster_5117",8,4,2,10,13,8
"Cluster_5118",17,16,4,25,17,11
"Cluster_5119",15,36,5,22,21,16
"Cluster_5120",9,13,7,24,6,13
"Cluster_5121",66,43,20,102,70,75
"Cluster_5122",17,10,10,35,23,24
"Cluster_5123",81,59,13,134,110,112
"Cluster_5124",30,26,13,54,35,35
"Cluster_5125",661,486,187,1222,1256,897
"Cluster_5126",110,185,58,51,65,38
"Cluster_5127",8,33,4,13,31,9
"Cluster_5128",16,58,13,21,49,23
"Cluster_5129",313,792,111,393,598,326
"Cluster_5130",125,325,47,248,383,169
"Cluster_5131",6,21,3,18,34,20
"Cluster_5132",176,716,66,519,1059,388
"Cluster_5133",10,12,5,10,11,1
"Cluster_5134",5,25,3,2,10,4
"Cluster_5135",282,157,0,56,418,77
"Cluster_5136",662,1386,408,564,678,313
"Cluster_5137",8,13,3,11,4,4
"Cluster_5138",16,13,8,13,22,8
"Cluster_5139",3,13,1,4,5,3
"Cluster_5140",6,47,7,19,30,15
"Cluster_5141",24,110,18,53,87,43
"Cluster_5142",95,400,61,90,220,92
"Cluster_5143",5,14,3,6,10,3
"Cluster_5144",2,22,0,11,8,3
"Cluster_5145",29,81,7,42,68,39
"Cluster_5146",26,99,10,55,84,33
"Cluster_5147",5,27,7,23,17,5
"Cluster_5148",10,16,2,19,35,4
"Cluster_5149",13,12,2,4,20,7
"Cluster_5150",62,227,27,116,240,81
"Cluster_5151",23,71,6,74,100,51
"Cluster_5152",26,72,3,48,75,30
"Cluster_5153",7,8,1,5,8,3
"Cluster_5154",5,15,0,8,11,7
"Cluster_5155",6,43,5,18,48,23
"Cluster_5156",1,30,1,7,21,8
"Cluster_5157",60,290,50,160,326,122
"Cluster_5158",54,107,53,44,60,35
"Cluster_5159",3,11,5,5,5,6
"Cluster_5160",7,18,0,4,14,3
"Cluster_5161",8,22,5,6,19,10
"Cluster_5162",19,212,36,345,711,266
"Cluster_5163",9,29,3,28,40,26
"Cluster_5164",4,20,2,14,19,11
"Cluster_5165",2,14,0,10,8,2
"Cluster_5166",4,15,2,9,10,14
"Cluster_5167",18,41,8,19,38,19
"Cluster_5168",43,96,31,43,84,46
"Cluster_5169",78,222,32,39,67,33
"Cluster_5170",91,297,15,77,117,48
"Cluster_5171",44,39,21,15,20,13
"Cluster_5172",14,35,4,14,57,7
"Cluster_5173",5,17,0,4,10,3
"Cluster_5174",5,14,4,2,87,4
"Cluster_5175",17,23,4,9,10,2
"Cluster_5176",13,29,4,11,13,9
"Cluster_5177",23,38,18,20,35,11
"Cluster_5178",16,33,13,14,16,12
"Cluster_5179",28,65,10,30,37,15
"Cluster_5180",14,74,10,49,86,31
"Cluster_5181",5,40,4,27,32,9
"Cluster_5182",1,46,1,20,66,37
"Cluster_5183",3,13,0,12,18,9
"Cluster_5184",23,37,9,61,132,36
